spotify_track_uri,image_url
61cIyn6vWbDDDGUY70o4t4,https://i.scdn.co/image/ab67616d0000b273be7a3a1e2d663eea2918e5a3
3QEYYJTIEd6Tv0HCrgHvri,https://i.scdn.co/image/ab67616d0000b273aaf57ed3bbc2e6df325c1cd2
52KiYg6Kn2NB9riY2IwUgi,https://i.scdn.co/image/ab67616d0000b27367a1610b21721a06ed7d378e
2nI7rOSYklk4SZ3ccPvG2j,https://i.scdn.co/image/ab67616d0000b273060b4d9ed54c6b5a8ca53357
68BTFws92cRztMS1oQ7Ewj,https://i.scdn.co/image/ab67616d0000b273692d9189b2bd75525893f0c1
7ny2ATvjtKszCpLpfsGnVQ,https://i.scdn.co/image/ab67616d0000b2737d214af8499aa95ad220f573
2P6QV6D4E3TxcYoYYz8ANJ,https://i.scdn.co/image/ab67616d0000b2733aaef7648e396be5f63343b0
69QlacVkOfx1du1DEDyO83,https://i.scdn.co/image/ab67616d0000b2738b767bc77e78798c91649dbf
6AI3ezQ4o3HUoP6Dhudph3,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
5ct5gaiaobb1p9JmWluGFw,https://i.scdn.co/image/ab67616d0000b2734c230749e49cf158097c56a5
3ia3dJETSOllPsv3LJkE35,https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec
2iGtdYI4lI0jDpnxJOqZRw,https://i.scdn.co/image/ab67616d0000b2738d23bdb7c0a6c420f4ffa644
0jr2ZsIcB1GePjA8JsfJeT,https://i.scdn.co/image/ab67616d0000b273de74898bca4c4ba330589e18
2P0iZC07LoSANmw8kEwPyh,https://i.scdn.co/image/ab67616d0000b273bae22ace197f4dc90c9b5194
4Im6GRj17qa7NW76OsJh1s,https://i.scdn.co/image/ab67616d0000b273779063301154e835a91a35e0
3MthJpM1IEYp2ulZe00LvP,https://i.scdn.co/image/ab67616d0000b273779063301154e835a91a35e0
1m8NwaKGZGF7qpKyXjuFvl,https://i.scdn.co/image/ab67616d0000b273335901821a05fdf782aae1cc
2W5dSuM7DDdWymjzZsICBn,https://i.scdn.co/image/ab67616d0000b27308bd22fc893cef03f101a703
34DIwlo2i3s5Piug6nHzK9,https://i.scdn.co/image/ab67616d0000b27393b6f546024fdb0cb3ed2bab
722huY2ZXYuCrTPAaElXbQ,https://i.scdn.co/image/ab67616d0000b2738d97634f5491929fa7538ec3
1ckLoBQ2fEtbzvJuaOC7Uc,https://i.scdn.co/image/ab67616d0000b273fe6a2df09abf6e2cc9953701
43it4kot08akLzFIEMhXNN,https://i.scdn.co/image/ab67616d0000b273e588b4129b0afd8595ac55b0
7kRGRp7M4VqPdNEmzGq7Qy,https://i.scdn.co/image/ab67616d0000b2733932e4fc8c9e69f72e6ec994
1n4t51kJm4wX8NyOvyVA9V,https://i.scdn.co/image/ab67616d0000b2739ea0b8d0ea42bf52a578fdb8
5NnQpVPJKpFdGFkIdY1Gds,https://i.scdn.co/image/ab67616d0000b273f08d82ff69ae975e6e5f395e
52vA3CYKZqZVdQnzRrdZt6,https://i.scdn.co/image/ab67616d0000b2733b812eed53f0d7e134fe446e
7mar4DMFlVi5DwbarqP38M,https://i.scdn.co/image/ab67616d0000b273d1e28a5de3822046bc27d8ae
6XB78ltGHBcGZTtlGOI0hA,https://i.scdn.co/image/ab67616d0000b27336de893772c666649ed2137e
1Hp4Ee9PGjB1YFWJs87PIe,https://i.scdn.co/image/ab67616d0000b273a3e03d7adcf761c54ce3dc57
7cZ3yjXUsoDsSAUtnf0F8V,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694
2NYGloolRYehaUqpLUbJfP,https://i.scdn.co/image/ab67616d0000b273b2c00c75057284b41f88c304
2mwnYvlLVP465u9V9wjUGj,https://i.scdn.co/image/ab67616d0000b27353aad61053bd83196f4559fc
5Q7zuH8VNu7aLappSusPu6,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd
5xMNjx7uqCzMpJZSo4Wq55,https://i.scdn.co/image/ab67616d0000b2738cdc0a6885821934441089ee
5AEyKKiz6YPTLR7EDFLqMS,https://i.scdn.co/image/ab67616d0000b27326ff57bc134aa594b08bf721
5BckPAYcKEJuYs1eV1BHHe,https://i.scdn.co/image/ab67616d0000b2736f705bef76c1d861c4d51d8c
3U03XCOp9QMunVju5hg4jt,https://i.scdn.co/image/ab67616d0000b2731b2f197160cc7e1fef12529e
54ZMu7omgz5h9xNbkGkAFG,https://i.scdn.co/image/ab67616d0000b273618eb7811d11ea138b253bd2
7HS35r2OVvrj40GxdQqd6P,https://i.scdn.co/image/ab67616d0000b273bd8fcaae19e2aa8d566e2fb6
1ddKBAEfEhTHKuY8fTOTwQ,https://i.scdn.co/image/ab67616d0000b273dfa38f53344ce80ed6b45b54
